Name_bal,BSE Code_bal,NSE Code_bal,Industry_bal,Current Price_bal,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization_bal,join_key,Name_rat,BSE Code_rat,NSE Code_rat,Industry_rat,Current Price_rat,Market Capitalization_rat,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,t_1_price,future_return,signal
CG Power & Ind,500093.0,CGPOWER,Electric Equipment,708.6,17.44,305.47,0.0,2711.97,0.0,16.43,5625.74,2036.68,0.0,1066.16,1086.81,65.87,588.45,4110.75,2483.81,0.32,0.39,23.62,5625.74,1632.47,17.44,750.71,1534.19,2.0,854.41,197.64,1484.25,152.71,16.43,389.23,970.52,2036.68,38.3,-507.67,-559.17,5748.64,2029.15,1484.16,3297.49,1502.04,2395.99,1145.69,2049.87,1704.62,108231.52,500093.0_CGPOWER,CG Power & Ind,500093.0,CGPOWER,Electric Equipment,711.5,108674.47,127.17,0.21,36.02,16.68,0.01,35.55,58.11,1.07,0.0,58.82,107837.5,152.79,19.76,8.6,1.35,0.0,5.0,3.0,1.57,1.7,258587.0,58.11,34.88,69.6,8.34,,35.3,20.25,64.45,21.37,97.58,69.6,49.35,16.61,15.18,-0.87,0.94,10.09,11.72,61.65,20.72,66.05,200497.0,750.2,0.058707310189105306,Buy
CG-VAK Software,531489.0,__NA__,Computers - Software - Medium / Small,320.65,3.47,5.05,0.0,57.44,0.0,3.81,71.31,31.94,0.0,5.03,26.07,0.0,12.99,35.63,5.53,0.0,0.0,0.0,71.31,30.6,3.47,0.0,12.17,10.0,15.46,0.0,0.36,0.51,3.81,23.53,26.91,31.94,0.0,21.9,16.78,13.6,10.28,2.61,1.0,0.02,0.4,6.33,3.0,1.89,161.9,531489.0___NA__,CG-VAK Software,531489.0,__NA__,Computers - Software - Medium / Small,320.65,161.9,17.54,0.31,2.6,13.82,0.06,15.93,53.87,8.58,0.0,34.11,149.91,0.51,123.74,,6.44,0.0,7.0,3.0,1.18,1.07,8406.0,53.87,16.92,56.53,3.7,,70.32,18.09,225.57,56.53,,56.53,,46.12,0.0,0.0,0.0,0.0,105.78,31.57,20.68,25.06,8136.0,329.6,0.027912053641041778,Hold
Chalet Hotels,542399.0,CHALET,Hotels,805.6,3005.18,205.47,185.89,1645.87,1992.51,674.62,5749.55,5194.78,0.0,1341.22,4405.57,36.92,10.25,882.11,1912.8,0.0,0.0,79.55,5749.55,70.07,54.86,542.04,55.16,10.0,132.27,191.59,207.11,20.5,2667.13,243.5,3853.56,5194.78,97.77,136.03,-53.87,79.89,137.77,1938.86,1494.21,2635.87,1759.24,3079.68,2753.42,2838.61,17570.2,542399.0_CHALET,Chalet Hotels,542399.0,CHALET,Hotels,805.55,17569.11,63.17,0.0,8.96,5.2,1.62,16.4,67.52,2.29,31.93,47.22,20442.02,21.81,90.1,0.38,0.18,0.0,7.0,4.0,0.26,2.89,61467.0,45.96,10.41,14.21,4.25,,-16.02,8.11,165.67,1085.72,662.59,14.21,1734.11,4.23,6.84,3.75,0.7,21.42,75.21,9.22,3.34,10.9,51812.0,769.71,-0.044550645481628584,Hold
Challani Capital,530747.0,__NA__,Finance & Investments,16.59,0.0,15.0,,-9.34,,,5.71,,,,0.31,0.0,0.03,1.47,0.04,,,,5.71,1.43,0.0,0.0,0.0,10.0,0.06,,0.0,1.5,0.88,2.09,0.32,2.65,0.0,12.46,12.14,15.71,,0.51,4.83,4.0,,0.38,0.5,0.66,24.89,530747.0___NA__,Challani Capital,530747.0,__NA__,Finance & Investments,16.59,24.89,48.79,0.0,4.41,8.67,0.0,9.43,74.95,2.16,0.0,23.18,24.83,1.5,3.77,,36.75,,3.0,2.0,0.14,1.04,2228.0,74.95,29.31,0.0,1.78,,602.47,8.93,5.37,0.0,,0.0,,25.05,0.0,0.0,0.0,0.0,3.44,12.97,12.89,14.98,2149.0,16.43,-0.00964436407474383,Hold
Chaman Metallics,-1.0,CMNL,Steel - Sponge Iron,68.0,129.5,24.13,0.0,65.51,4.32,17.26,241.72,54.84,0.0,25.65,26.4,120.42,2.31,45.0,30.13,0.0,0.0,2.45,241.72,26.11,0.0,13.1,2.07,10.0,0.22,0.27,13.82,2.41,21.58,55.55,29.19,54.84,4.53,13.52,4.69,,,13.93,5.89,,,25.72,22.8,,164.12,-1.0_CMNL,Chaman Metallics,-1.0,CMNL,Steel - Sponge Iron,68.05,164.24,13.12,0.0,1.83,10.75,1.44,16.29,73.6,6.05,0.0,17.94,293.52,2.41,37.14,9.32,1.06,0.0,4.0,5.0,1.62,1.52,1457.0,73.6,16.3,20.41,1.88,,60.51,7.46,65.84,31.74,27.83,20.41,39.17,26.4,0.0,0.0,0.0,0.0,31.85,31.62,17.89,29.62,1168.0,66.0,-0.029411764705882353,Hold
Chamanlal Setia,530307.0,CLSEL,Food - Processing - Indian,205.35,175.02,10.35,0.0,703.62,71.15,49.44,994.41,185.35,79.81,52.48,142.92,5.33,0.11,845.83,222.59,0.0,0.0,0.0,994.41,742.04,0.0,499.44,199.64,2.0,67.25,0.0,7.34,5.17,120.59,588.52,132.87,185.35,8.76,393.11,288.59,168.03,107.82,95.82,106.23,43.51,61.06,47.69,29.34,22.43,1062.35,530307.0_CLSEL,Chamanlal Setia,530307.0,CLSEL,Food - Processing - Indian,206.3,1067.26,9.23,0.48,1.5,12.76,0.25,17.49,73.86,14.09,0.0,38.34,1175.03,5.17,138.01,2.3,1.56,0.0,3.0,4.0,1.5,1.27,33298.0,73.86,13.9,53.75,3.49,,181.69,16.53,263.46,224.51,2.55,53.75,173.31,24.37,1.77,-0.11,-0.28,0.0,117.61,26.18,16.35,23.12,26631.0,221.82,0.0802045288531775,Buy
Chambal Brewer,512301.0,__NA__,Trading,10.54,0.0,7.49,0.0,-6.29,0.0,0.0,1.22,0.51,0.0,0.49,0.01,0.0,0.0,0.07,0.01,0.0,0.0,0.0,1.22,0.06,0.0,0.0,0.0,10.0,0.06,0.0,0.0,0.75,0.0,0.15,0.01,0.51,0.0,0.19,0.05,6.79,1.84,0.0,0.0,0.0,0.0,0.01,0.01,0.01,7.89,512301.0___NA__,Chambal Brewer,512301.0,__NA__,Trading,10.54,7.89,,0.0,6.58,-8.57,0.0,-8.62,16.08,-2.63,0.0,34.16,7.83,0.75,1.6,,7.0,,2.0,4.0,0.0,2.04,5761.0,16.08,-300.0,,3.16,,,-17.21,,,,,,83.93,0.0,0.0,0.0,0.0,4.9,-2.59,-2.59,-2.59,4567.0,10.37,-0.016129032258064512,Hold
Chambal Fert.,500085.0,CHAMBLFERT,Fertilizers,518.25,1873.93,400.65,79.15,6872.9,3256.12,23.13,11508.97,7919.58,0.0,1657.19,6422.96,183.54,2431.34,4089.13,2036.59,0.0,0.0,166.38,11508.97,2766.83,20.38,1254.66,191.56,10.0,132.89,39.75,793.83,41.62,3279.25,2168.83,6262.39,7919.58,102.62,2398.82,4234.78,3664.56,3744.72,3865.74,8663.71,4618.59,4684.29,6479.84,6905.18,1162.02,20763.81,500085.0_CHAMBLFERT,Chambal Fert.,500085.0,CHAMBLFERT,Fertilizers,520.0,20833.93,16.34,1.45,2.87,10.51,0.26,17.79,60.7,9.34,25.16,32.06,22574.97,40.07,181.54,8.3,1.39,0.0,8.0,4.0,1.48,1.67,248360.0,45.43,15.16,3.89,2.11,,53.51,17.9,360.65,19.32,26.58,3.89,42.01,17.25,15.0,1.61,-2.28,7.07,169.82,16.05,7.71,14.92,238371.0,532.77,0.028017366136034696,Hold
Chandni Machines,542627.0,__NA__,Trading,56.77,0.36,3.23,0.0,5.57,0.0,0.51,16.8,3.36,0.0,0.41,2.72,0.0,1.97,10.52,7.75,0.0,0.0,0.0,16.8,3.02,0.36,2.95,3.27,10.0,2.74,4.65,2.19,0.32,0.51,4.74,2.96,3.36,0.0,2.35,3.14,-0.04,,0.23,0.59,0.0,,2.9,2.4,0.0,18.32,542627.0___NA__,Chandni Machines,542627.0,__NA__,Trading,56.77,18.32,10.59,0.0,2.08,11.76,0.04,21.82,46.5,15.53,0.0,34.16,15.94,0.32,27.27,39.42,0.98,0.0,8.0,6.0,11.28,1.67,3832.0,46.5,30.65,7.19,3.16,,0.62,14.4,57.35,8.92,4.98,7.19,6.71,53.51,0.0,0.0,0.0,0.0,21.91,6.86,2.5,5.08,3778.0,48.64,-0.14320944160648233,Sell
Chandra Bhagat,542934.0,__NA__,Trading,79.0,16.42,7.55,0.0,21.46,14.37,4.57,101.8,1.5,0.0,0.77,2.52,0.0,0.13,97.92,71.06,0.06,0.0,0.0,101.8,41.87,0.0,8.68,39.45,10.0,4.96,7.52,13.23,0.75,18.94,46.86,0.73,1.5,0.0,52.77,41.08,31.32,23.43,27.07,31.22,22.08,18.58,0.42,0.46,0.55,59.61,542934.0___NA__,Chandra Bhagat,542934.0,__NA__,Trading,79.0,59.61,38.96,0.0,2.05,2.53,0.57,5.57,68.77,5.14,0.0,34.16,71.07,0.75,38.45,7.15,1.26,48.12,6.0,4.0,3.65,2.2,151.0,68.77,5.16,13.5,3.16,,66.65,3.59,41.88,59.09,5.44,13.5,51.02,29.02,1.33,0.0,0.0,0.89,36.42,7.13,1.37,3.36,134.0,76.2,-0.03544303797468351,Hold
Chandra Pr. Intl,530309.0,__NA__,Trading,24.43,57.14,3.7,0.0,43.24,11.68,17.88,141.6,1.89,0.0,0.0,8.79,0.0,0.0,131.6,93.79,0.0,0.0,0.18,141.6,94.14,0.0,46.45,45.27,2.0,20.37,3.01,25.63,1.85,29.56,73.25,1.89,1.89,0.0,21.23,20.26,19.32,14.94,2.94,10.4,8.55,5.61,0.3,0.39,0.4,45.18,530309.0___NA__,Chandra Pr. Intl,530309.0,__NA__,Trading,24.43,45.18,57.93,0.82,0.97,0.66,1.22,1.67,54.34,7.91,0.0,34.16,81.95,1.85,25.39,29.46,0.91,0.0,2.0,3.0,7.22,2.52,8543.0,54.34,3.4,19.33,3.16,,31.5,4.56,15.52,28.31,11.06,19.33,20.04,45.65,0.0,0.0,0.0,0.0,25.16,19.43,9.46,18.71,7577.0,22.77,-0.06794924273434302,Sell
Chandrima Mercan,540829.0,__NA__,Trading,19.46,3.27,2.51,0.3,45.18,1.22,2.84,71.21,0.0,0.0,0.0,0.0,0.0,62.69,8.52,13.77,0.0,0.0,0.0,71.21,-5.25,0.0,0.0,7.93,10.0,0.01,0.0,13.65,0.22,4.06,-0.03,0.0,0.0,0.0,-1.6,1.32,0.89,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,4.3,540829.0___NA__,Chandrima Mercan,540829.0,__NA__,Trading,19.46,4.3,2.53,0.0,0.09,3.59,0.07,7.18,0.0,23.1,0.0,60.14,7.56,0.22,215.66,121.31,0.62,0.0,7.0,3.0,0.41,0.99,2476.0,0.0,6.15,149.28,5.58,,-99.01,2.39,75.53,149.28,,149.28,0.0,100.0,0.0,0.0,0.0,0.0,-1.63,1.01,0.1,,2342.0,17.69,-0.09095580678314488,Sell
Charms Industrie,531327.0,__NA__,Finance & Investments,7.1,0.4,4.11,0.0,-3.94,0.0,0.2,0.68,1.68,0.0,1.3,0.05,0.0,0.33,0.3,0.51,0.0,0.0,0.0,0.68,0.19,0.0,0.0,0.02,10.0,0.16,0.02,0.0,0.41,0.2,0.13,0.38,1.68,0.0,0.14,0.28,0.52,0.84,0.0,0.0,0.0,0.02,0.39,0.39,0.41,2.92,531327.0___NA__,Charms Industrie,531327.0,__NA__,Finance & Investments,7.1,2.92,,0.0,17.15,-20.0,2.5,-56.52,24.37,-4.11,0.0,23.18,3.16,0.41,0.41,6.4,0.59,0.0,5.0,6.0,0.6,4.06,3494.0,24.37,-54.17,18.72,1.78,,28.08,-19.12,,18.72,,18.72,0.0,75.64,0.0,0.0,0.0,0.0,0.73,-28.28,-23.73,-37.84,3359.0,6.81,-0.04084507042253522,Hold
Chart.Logistics,531977.0,__NA__,Miscellaneous,10.88,20.72,9.93,0.0,35.01,38.95,0.0,72.82,62.1,0.0,37.52,20.98,0.0,0.18,34.44,23.48,0.0,0.13,0.0,72.82,29.62,0.0,3.38,26.13,1.0,2.84,0.0,1.02,9.93,38.95,41.0,24.58,62.1,0.0,54.34,62.7,48.52,54.15,55.83,67.79,41.43,90.63,32.15,30.42,24.68,108.07,531977.0___NA__,Chart.Logistics,531977.0,__NA__,Miscellaneous,10.9,108.27,161.63,0.0,2.41,0.84,0.46,1.5,44.47,3.05,0.0,38.47,126.15,9.93,4.52,0.0,1.32,0.0,7.0,3.0,0.9,1.78,27002.0,44.47,7.59,133.13,3.17,,136.44,5.27,2.62,133.13,,133.13,,55.53,0.0,0.0,0.0,0.0,4.46,4.08,0.18,0.36,27999.0,11.47,0.05422794117647057,Buy
Charter. Capital,511696.0,__NA__,Finance & Investments,246.75,0.0,3.01,0.0,159.85,0.0,0.0,164.96,0.62,0.0,0.49,0.14,0.0,146.98,16.13,0.24,0.0,113.72,0.0,164.96,15.89,0.0,1.38,0.0,10.0,13.58,0.0,0.03,0.3,0.0,8.81,0.13,0.62,0.0,6.28,4.48,16.79,2.61,0.37,0.03,2.73,0.0,0.14,0.17,0.25,74.28,511696.0___NA__,Charter. Capital,511696.0,__NA__,Finance & Investments,246.75,74.28,13.68,0.0,0.45,3.65,0.0,3.78,74.37,10.9,0.0,23.18,60.7,0.3,540.78,0.0,61.46,0.0,7.0,5.0,0.05,0.91,627.0,74.37,33.98,0.0,1.78,,125.28,3.78,468.38,0.0,,0.0,,25.62,0.0,0.0,0.0,0.0,413.93,0.46,0.31,0.32,617.0,237.5,-0.037487335359675786,Hold
Chatha Foods,544151.0,__NA__,Food - Processing - Indian,105.95,8.08,12.4,0.0,35.27,10.6,0.0,83.51,53.35,0.0,24.65,27.53,0.0,0.0,52.04,20.0,0.0,0.0,0.0,83.51,38.88,0.0,11.77,11.28,10.0,28.13,0.02,10.19,1.24,10.6,4.87,28.7,53.35,0.0,0.77,0.83,,,10.65,9.88,,,27.13,29.48,,238.36,544151.0___NA__,Chatha Foods,544151.0,__NA__,Food - Processing - Indian,106.8,240.27,38.93,0.0,4.15,12.0,0.14,28.37,59.8,4.38,0.0,38.34,220.22,2.25,25.68,10.4,2.01,0.0,5.0,3.0,2.6,2.36,642.0,59.8,20.16,26.16,3.49,,12.85,11.27,39.81,17.67,43.58,26.16,35.08,18.32,3.45,,,18.43,,14.75,5.31,12.91,,111.49,0.052288815478999454,Buy
Chavda Infra Ltd,-1.0,CHAVDA,Construction,167.55,86.5,18.0,0.0,67.77,53.29,0.0,250.61,59.2,0.0,24.87,67.07,0.0,0.0,179.26,143.38,0.0,0.0,0.0,250.61,109.36,0.0,74.08,46.62,10.0,2.6,5.06,50.06,1.8,53.29,50.3,34.33,59.2,0.0,12.89,,,,33.3,,,,33.75,,,413.11,-1.0_CHAVDA,Chavda Infra Ltd,-1.0,CHAVDA,Construction,168.9,416.44,22.2,0.0,4.51,12.16,0.94,61.71,73.0,6.49,0.0,36.76,500.34,2.47,37.49,3.04,0.73,0.0,4.0,4.0,1.57,5.07,1717.0,73.0,28.57,62.55,3.11,,71.31,12.86,80.11,59.14,123.4,62.55,120.0,25.52,1.04,-4.21,-1.15,0.44,,28.39,9.16,49.43,1472.0,171.76,0.025126827812593133,Hold
CHD Chemicals,539800.0,__NA__,Trading,7.05,6.46,10.11,0.0,3.21,3.17,5.93,23.08,2.21,0.0,1.31,0.69,0.0,0.0,22.35,4.99,0.0,0.0,0.0,23.08,19.05,0.0,4.19,17.18,10.0,0.55,0.0,2.8,1.01,9.1,21.0,0.9,2.21,0.0,18.16,14.78,10.24,1.59,6.22,4.06,2.65,0.86,0.75,1.22,0.49,7.13,539800.0___NA__,CHD Chemicals,539800.0,__NA__,Trading,7.05,7.13,27.43,0.0,0.54,1.05,0.48,1.97,27.49,6.8,0.0,34.16,13.04,1.01,13.18,2.6,3.64,0.0,9.0,3.0,0.65,1.86,8505.0,27.49,3.31,386.36,3.16,,416.05,3.81,8.73,425.6,79.04,386.36,118.28,72.32,0.0,0.0,0.0,0.2,12.92,1.67,0.21,0.53,8409.0,6.6,-0.06382978723404258,Sell
Checkpoint Trend,531099.0,__NA__,Trading,9.01,0.0,5.47,0.0,-4.94,0.0,0.15,0.93,0.07,0.0,0.01,0.07,0.0,0.0,0.86,0.4,0.0,0.0,0.0,0.93,0.46,0.0,0.0,0.71,10.0,0.01,0.0,0.0,0.55,0.15,0.59,0.06,0.07,0.0,0.6,0.56,0.13,0.44,0.0,0.0,0.0,0.23,0.01,0.02,0.0,4.93,531099.0___NA__,Checkpoint Trend,531099.0,__NA__,Trading,9.01,4.93,164.33,0.0,9.3,3.77,0.0,5.83,0.0,0.41,0.0,34.16,4.92,0.55,0.97,,2.15,0.0,5.0,1.0,1.42,1.5,1981.0,0.0,3.77,229.34,3.16,,145.35,2.15,1.09,229.34,,229.34,,100.0,0.0,0.0,0.0,0.0,0.91,-12.9,-10.6,-14.68,1722.0,9.28,0.02996670366259707,Hold
Chembond Chem.,530871.0,CHEMBOND,Chemicals,648.85,6.68,6.72,0.0,354.74,6.53,0.79,446.97,138.87,0.0,22.38,122.23,13.3,91.97,251.72,81.88,0.0,27.79,47.86,446.97,176.52,0.0,33.14,120.29,5.0,40.23,0.91,54.18,1.34,7.32,111.5,116.49,138.87,12.37,89.04,86.39,56.19,73.11,1.88,6.7,8.88,33.07,121.55,109.22,49.13,872.61,530871.0_CHEMBOND,Chembond Chem.,530871.0,CHEMBOND,Chemicals,646.25,869.11,19.63,0.47,2.41,10.44,0.02,12.97,67.55,7.57,0.0,39.79,835.56,1.34,268.78,7.2,2.67,0.0,8.0,3.0,1.09,1.17,10145.0,67.55,15.13,95.04,3.67,,107.68,13.66,446.88,63.52,81.16,95.04,49.64,30.32,0.94,-0.16,0.2,1.18,239.34,10.89,6.49,7.89,9818.0,675.41,0.04093396008322408,Hold
Chemcon Special.,543233.0,CHEMCON,Chemicals,261.25,42.74,36.63,0.0,439.78,63.97,0.04,545.24,179.17,0.0,37.74,146.49,42.45,0.0,353.17,63.7,0.0,0.0,3.08,545.24,331.8,0.0,61.61,81.88,10.0,170.58,0.96,12.01,3.66,64.01,283.39,141.42,179.17,13.64,247.65,90.22,19.95,14.51,6.22,33.11,20.19,13.97,66.91,39.57,24.5,956.96,543233.0_CHEMCON,Chemcon Special.,543233.0,CHEMCON,Chemicals,261.9,959.34,49.98,1.53,2.0,3.49,0.09,4.11,74.46,3.67,17.34,39.79,831.5,3.66,130.06,2.69,4.58,0.0,5.0,2.0,0.49,1.15,79108.0,61.55,4.55,111.9,3.67,,220.32,5.46,123.82,207.73,23.21,111.9,119.05,25.01,0.25,0.2,-0.01,0.27,124.86,15.39,10.39,12.49,81367.0,266.44,0.019866028708133962,Hold
Chemcrux Enterp.,540395.0,__NA__,Chemicals,236.55,26.45,14.81,0.0,57.45,13.27,1.16,109.87,43.58,0.0,10.47,33.09,21.06,19.82,50.29,12.95,0.0,0.0,7.5,109.87,41.49,0.9,8.41,15.3,10.0,5.18,0.0,7.03,1.48,14.43,27.9,33.11,43.58,0.31,13.05,10.63,6.53,2.69,0.93,2.94,4.0,3.46,19.37,11.24,8.29,350.31,540395.0___NA__,Chemcrux Enterp.,540395.0,__NA__,Chemicals,236.55,350.31,41.51,0.86,4.83,8.16,0.37,12.17,72.92,3.28,0.0,39.79,371.58,1.48,48.8,2.77,3.23,19.89,5.0,2.0,0.76,1.43,30946.0,72.92,12.14,71.17,3.67,,168.89,11.16,79.1,87.35,82.43,71.17,98.61,27.09,0.0,0.0,0.0,0.0,44.84,27.75,15.64,23.24,32159.0,232.22,-0.018304798139928184,Hold
Chemfab Alka.,541269.0,CHEMFAB,Chemicals,609.2,20.01,14.23,0.0,378.66,0.01,2.18,498.21,288.26,0.0,97.16,181.11,57.2,109.94,86.65,84.16,0.0,0.07,2.46,498.21,4.66,1.8,15.43,21.22,10.0,23.78,3.26,27.01,1.42,2.19,11.3,191.11,288.26,13.69,17.78,9.53,-7.24,-9.88,31.26,33.99,16.35,75.97,202.21,194.01,164.34,866.68,541269.0_CHEMFAB,Chemfab Alka.,541269.0,CHEMFAB,Chemicals,611.4,869.81,28.99,0.21,2.22,6.58,0.05,7.93,72.88,5.07,0.0,39.79,866.04,1.42,276.17,12.97,0.85,0.24,5.0,4.0,0.72,1.16,12624.0,72.88,16.5,23.66,3.67,,-21.32,8.74,361.92,-19.53,100.75,23.66,57.56,26.65,0.35,0.06,0.0,0.07,256.18,28.16,17.91,20.71,11745.0,595.15,-0.023063033486539833,Hold
Chemo Pharma Lab,506365.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,66.0,0.0,1.5,0.0,11.3,0.0,0.0,13.02,0.11,0.0,0.09,0.02,0.0,4.4,6.25,0.18,0.0,3.02,0.0,13.02,6.07,0.0,0.0,0.0,10.0,6.11,0.0,0.0,0.15,0.0,6.11,0.03,0.11,0.0,10.9,8.45,8.54,1.45,0.0,0.0,0.12,0.0,0.05,0.0,0.01,9.9,506365.0___NA__,Chemo Pharma Lab,506365.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,66.0,9.9,8.25,0.0,0.77,9.74,0.0,9.84,27.89,43.27,0.0,32.0,3.79,0.15,85.33,,34.72,,5.0,4.0,0.0,0.96,6262.0,27.89,19.7,,3.4,,,12.6,123.94,,,,,71.94,0.0,0.0,0.0,0.17,77.33,0.78,0.43,0.43,6254.0,61.01,-0.07560606060606063,Sell
Chemplast Sanmar,543336.0,CHEMPLASTS,Chemicals,544.7,1547.51,79.06,0.0,1621.52,1007.97,11.29,6030.3,3389.56,1555.83,203.64,3906.83,189.66,0.04,1840.98,2483.54,0.0,0.0,185.62,6030.3,-198.31,5.23,568.63,190.05,5.0,801.19,36.58,1745.75,15.81,1019.26,-6.87,3185.92,3389.56,401.82,-635.19,-101.71,,,943.31,252.99,,,3147.92,2107.99,,8612.19,543336.0_CHEMPLASTS,Chemplast Sanmar,543336.0,CHEMPLASTS,Chemicals,543.4,8591.64,,0.0,5.05,-2.67,0.91,-8.9,54.99,-0.49,0.0,39.79,9337.96,15.81,107.56,4.47,0.51,0.0,1.0,3.0,0.66,3.49,85649.0,54.99,-0.85,17.68,3.67,,-92.99,-0.75,,-140.97,235.29,17.68,76.64,6.02,10.83,-0.34,0.64,28.15,117.54,14.86,3.72,11.93,90184.0,501.31,-0.07965852762988808,Sell
Chemtech Indust.,537326.0,__NA__,Engineering,191.1,4.85,14.64,0.0,20.29,9.1,1.47,51.11,23.7,0.29,12.11,11.15,0.29,0.05,36.22,11.52,0.0,0.0,6.26,51.11,25.52,0.0,4.93,5.91,10.0,17.42,0.0,4.24,1.15,10.57,9.28,11.59,23.7,0.29,6.25,1.42,4.8,12.15,12.18,11.24,15.75,15.93,12.27,14.01,15.92,279.72,537326.0___NA__,Chemtech Indust.,537326.0,__NA__,Engineering,191.1,279.72,67.4,0.0,8.01,10.45,0.14,17.67,47.65,1.91,0.0,43.13,267.15,1.46,23.86,4.63,2.72,0.0,6.0,2.0,0.79,1.14,2771.0,47.65,14.15,68.74,5.46,,94.22,10.17,39.02,83.33,89.66,68.74,104.26,52.34,0.0,0.0,0.0,0.0,10.47,15.88,8.57,22.22,2286.0,198.33,0.037833594976452216,Hold
Chennai Ferrous,539011.0,__NA__,Trading,120.45,0.0,3.6,0.0,44.44,0.0,0.0,64.47,52.4,26.57,18.11,33.21,0.0,8.2,23.04,13.86,0.0,0.0,0.0,64.47,9.18,0.0,0.0,3.6,10.0,1.27,0.0,10.1,0.36,0.0,2.05,34.3,52.4,0.0,-17.32,-28.29,-23.97,24.86,0.0,32.06,9.33,0.0,9.06,10.43,12.92,43.44,539011.0___NA__,Chennai Ferrous,539011.0,__NA__,Trading,120.45,43.44,15.58,0.0,0.9,2.62,0.0,5.98,68.09,10.26,0.0,34.16,42.17,0.36,133.28,3.35,1.66,0.0,6.0,5.0,1.34,2.22,7191.0,68.09,6.74,9.19,3.16,,20.19,6.62,152.35,9.19,,9.19,0.0,31.52,0.0,0.0,0.0,0.0,125.54,7.55,3.17,7.48,7449.0,119.84,-0.005064342050643416,Hold
Chennai Meena,523489.0,__NA__,Healthcare,36.74,11.42,7.47,0.0,-7.8,10.63,0.0,22.81,31.38,0.0,17.44,0.0,14.66,0.0,6.9,10.68,0.0,0.0,0.0,22.81,-3.34,0.0,0.4,0.64,10.0,3.79,0.04,0.96,0.75,10.63,-2.51,13.94,31.38,0.0,-5.86,-5.85,-6.79,-7.08,11.48,12.21,12.24,12.74,12.87,14.07,14.01,27.44,523489.0___NA__,Chennai Meena,523489.0,__NA__,Healthcare,36.74,27.44,,0.0,,-1.9,88.58,,55.78,2.86,0.0,42.74,35.07,0.75,-0.44,16.36,0.61,0.0,3.0,4.0,1.69,-68.64,8556.0,55.78,9.34,6.12,5.67,,-68.13,4.47,,-23.99,51.61,6.12,21.5,44.09,0.0,0.0,0.0,0.14,0.16,21.36,4.15,,8554.0,32.05,-0.12765378334240624,Sell
Cheviot Company,526817.0,CHEVIOT,Textiles - Jute - Yarn / Products,1473.25,8.93,6.02,0.0,619.76,6.25,0.55,680.52,387.9,106.4,184.11,202.22,4.1,320.76,199.43,40.76,0.0,109.6,15.15,680.52,167.6,0.16,106.64,30.18,10.0,2.95,1.98,10.51,0.6,6.8,123.55,203.79,387.9,4.56,128.82,123.28,98.35,64.03,9.67,0.85,19.96,13.24,215.72,218.43,149.85,886.44,526817.0_CHEVIOT,Cheviot Company,526817.0,CHEVIOT,Textiles - Jute - Yarn / Products,1473.25,886.44,12.78,0.35,1.4,10.66,0.01,11.58,74.83,9.73,0.0,17.7,892.42,0.6,1040.04,2.45,2.28,0.0,6.0,2.0,0.71,1.04,14968.0,74.83,18.84,23.8,2.7,,129.86,12.53,1642.77,161.96,15.1,23.8,153.26,24.73,0.27,0.0,0.0,0.15,952.0,12.7,8.95,9.76,15437.0,1549.85,0.05199389105718643,Buy
